ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,Original-Title,full_text,keywords
0684844729,stones from the river,ursula hegi,1997,simon amp schuster,http://images.amazon.com/images/P/0684844729.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684844729.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684844729.01.LZZZZZZZ.jpg,STONES FROM THE RIVER,stones from the river ursula hegi,[]
0395051649,clarissa abridged,samuel richardson,1962,houghton mifflin company,http://images.amazon.com/images/P/0395051649.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0395051649.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0395051649.01.LZZZZZZZ.jpg,Clarissa (abridged),clarissa abridged samuel richardson,[]
0375705228,italian fever a novel,valerie martin,2000,vintage books usa,http://images.amazon.com/images/P/0375705228.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375705228.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375705228.01.LZZZZZZZ.jpg,Italian Fever: A Novel,italian fever a novel valerie martin,[]
0835607860,the illustrated encyclopedia of buddhist wisdom,gill farrerhalls,2000,quest books,http://images.amazon.com/images/P/0835607860.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0835607860.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0835607860.01.LZZZZZZZ.jpg,The Illustrated Encyclopedia of Buddhist Wisdom,the illustrated encyclopedia of buddhist wisdom gill farrerhalls,[]
158574218X,common phrases and where they come from,john mordock,2001,the lyons press,http://images.amazon.com/images/P/158574218X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/158574218X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/158574218X.01.LZZZZZZZ.jpg,Common Phrases: And Where They Come From,common phrases and where they come from john mordock,[]
0806996021,notions and potions a safe practical guide to creating magic amp miracles,susan bowes,1997,sterling publishing,http://images.amazon.com/images/P/0806996021.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0806996021.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0806996021.01.LZZZZZZZ.jpg,"Notions And Potions: A Safe, Practical Guide To Creating Magic &amp; Miracles",notions and potions a safe practical guide to creating magic amp miracles susan bowes,"['notions', 'guide creating', 'creating', 'amp', 'practical guide', 'safe practical', 'miracles', 'bowes', 'susan', 'magic amp', 'susan bowes', 'potions safe']"
0440215625,dragonfly in amber,diana gabaldon,1993,dell,http://images.amazon.com/images/P/0440215625.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440215625.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440215625.01.LZZZZZZZ.jpg,Dragonfly in Amber,dragonfly in amber diana gabaldon,[]
0316777730,naked,david sedaris,1998,back bay books,http://images.amazon.com/images/P/0316777730.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316777730.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316777730.01.LZZZZZZZ.jpg,Naked,naked david sedaris,[]
0375501851,white teeth,zadie smith,2000,random house,http://images.amazon.com/images/P/0375501851.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375501851.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375501851.01.LZZZZZZZ.jpg,White Teeth,white teeth zadie smith,[]
0877733759,writing down the bones,natalie goldberg,1986,shambhala,http://images.amazon.com/images/P/0877733759.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0877733759.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0877733759.01.LZZZZZZZ.jpg,Writing Down the Bones,writing down the bones natalie goldberg,[]
0805019367,k is for killer grafton sue kinsey millhone mysteries,sue grafton,1994,henry holt amp company,http://images.amazon.com/images/P/0805019367.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0805019367.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0805019367.01.LZZZZZZZ.jpg,"K Is for Killer (Grafton, Sue. Kinsey Millhone Mysteries.)",k is for killer grafton sue kinsey millhone mysteries sue grafton,"['kinsey', 'killer', 'millhone', 'sue', 'kinsey millhone', 'sue kinsey', 'mysteries', 'millhone mysteries', 'grafton', 'mysteries sue', 'killer grafton', 'sue grafton']"
0140070206,ironweed,william j kennedy,1989,penguin books,http://images.amazon.com/images/P/0140070206.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140070206.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140070206.01.LZZZZZZZ.jpg,Ironweed,ironweed william j kennedy,[]
0140236589,swimming in the volcano a novel,bob shacochis,1994,penguin books,http://images.amazon.com/images/P/0140236589.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140236589.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140236589.01.LZZZZZZZ.jpg,Swimming in the Volcano: A Novel,swimming in the volcano a novel bob shacochis,[]
0140042393,the grapes of wrath,john steinbeck,1976,penguin usa,http://images.amazon.com/images/P/0140042393.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140042393.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140042393.01.LZZZZZZZ.jpg,The Grapes of Wrath,the grapes of wrath john steinbeck,[]
1590520653,the grace and truth paradox responding with christlike balance,randy alcorn,2003,multnomah,http://images.amazon.com/images/P/1590520653.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1590520653.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1590520653.01.LZZZZZZZ.jpg,The Grace and Truth Paradox: Responding with Christlike Balance,the grace and truth paradox responding with christlike balance randy alcorn,"['responding', 'randy', 'alcorn', 'christlike', 'truth', 'balance', 'grace', 'randy alcorn', 'balance randy', 'responding christlike', 'paradox', 'truth paradox']"
1590521994,the best thing i ever did for my marriage 50 real life stories,nancy cobb,2003,multnomah,http://images.amazon.com/images/P/1590521994.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1590521994.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1590521994.01.LZZZZZZZ.jpg,The Best Thing I Ever Did for My Marriage : 50 Real Life Stories,the best thing i ever did for my marriage 50 real life stories nancy cobb,"['thing did', 'did', 'real', 'best thing', 'life', '50 real', 'cobb', 'nancy', 'did marriage', 'nancy cobb', 'marriage 50', 'stories nancy']"
3446202218,kreutzersonate eine liebesgeschichte,margriet de moor,2002,hanser,http://images.amazon.com/images/P/3446202218.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3446202218.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3446202218.01.LZZZZZZZ.jpg,Kreutzersonate. Eine Liebesgeschichte,kreutzersonate eine liebesgeschichte margriet de moor,[]
3499134446,tollivers reisen stadtgeschichten iv,armistead maupin,1995,rowohlt tb,http://images.amazon.com/images/P/3499134446.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3499134446.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3499134446.01.LZZZZZZZ.jpg,Tollivers Reisen. Stadtgeschichten IV.,tollivers reisen stadtgeschichten iv armistead maupin,[]
067142517X,how to win friends revised,dale carnegie,1981,simon amp schuster,http://images.amazon.com/images/P/067142517X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067142517X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067142517X.01.LZZZZZZZ.jpg,"HOW TO WIN FRIENDS, REVISED",how to win friends revised dale carnegie,[]
0671726889,cuckoos egg,clifford stoll,1990,pocket,http://images.amazon.com/images/P/0671726889.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671726889.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671726889.01.LZZZZZZZ.jpg,CUCKOO'S EGG,cuckoos egg clifford stoll,[]
0446601241,kiss the girls,james patterson,1995,warner books,http://images.amazon.com/images/P/0446601241.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446601241.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446601241.01.LZZZZZZZ.jpg,Kiss the Girls,kiss the girls james patterson,[]
0451124340,different seasons,stephen king,1983,penguin putnammass,http://images.amazon.com/images/P/0451124340.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451124340.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451124340.01.LZZZZZZZ.jpg,Different Seasons,different seasons stephen king,[]
0345384466,the witching hour lives of the mayfair witches,anne rice,1993,ballantine books,http://images.amazon.com/images/P/0345384466.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345384466.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345384466.01.LZZZZZZZ.jpg,The Witching Hour (Lives of the Mayfair Witches),the witching hour lives of the mayfair witches anne rice,"['lives', 'hour', 'rice', 'anne', 'mayfair', 'lives mayfair', 'hour lives', 'anne rice', 'witching', 'witches', 'witching hour', 'mayfair witches']"
0446604801,jack amp jill alex cross novels,james patterson,1997,warner books,http://images.amazon.com/images/P/0446604801.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446604801.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446604801.01.LZZZZZZZ.jpg,Jack &amp; Jill (Alex Cross Novels),jack amp jill alex cross novels james patterson,"['amp', 'cross', 'patterson', 'jill', 'jack amp', 'alex cross', 'novels', 'jack', 'james patterson', 'jill alex', 'cross novels', 'novels james']"
0345422392,vittorio the vampire new tales of the vampires,anne rice,2001,ballantine books,http://images.amazon.com/images/P/0345422392.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345422392.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345422392.01.LZZZZZZZ.jpg,Vittorio the Vampire: New Tales of the Vampires,vittorio the vampire new tales of the vampires anne rice,"['new', 'rice', 'anne', 'tales', 'new tales', 'anne rice', 'vittorio', 'vampire', 'vampires', 'vampire new', 'tales vampires', 'vittorio vampire']"
0679734775,the house on mango street vintage contemporaries,sandra cisneros,1991,vintage,http://images.amazon.com/images/P/0679734775.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679734775.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679734775.01.LZZZZZZZ.jpg,The House on Mango Street (Vintage Contemporaries),the house on mango street vintage contemporaries sandra cisneros,"['contemporaries', 'cisneros', 'vintage', 'mango', 'house', 'street', 'vintage contemporaries', 'sandra', 'house mango', 'contemporaries sandra', 'sandra cisneros', 'mango street']"
0440414717,my life in dog years,gary paulsen,1999,yearling books,http://images.amazon.com/images/P/0440414717.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440414717.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440414717.01.LZZZZZZZ.jpg,My Life in Dog Years,my life in dog years gary paulsen,[]
0689715625,black gold,marguerite henry,1992,aladdin,http://images.amazon.com/images/P/0689715625.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0689715625.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0689715625.01.LZZZZZZZ.jpg,Black Gold,black gold marguerite henry,[]
0812539389,red unicorn tor fantasy,tanith lee,1998,tor books,http://images.amazon.com/images/P/0812539389.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812539389.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812539389.01.LZZZZZZZ.jpg,Red Unicorn (Tor Fantasy),red unicorn tor fantasy tanith lee,[]
0152013369,the silent storm scholastic edition,sherry garland,1996,harcourt,http://images.amazon.com/images/P/0152013369.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0152013369.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0152013369.01.LZZZZZZZ.jpg,The Silent Storm: Scholastic Edition,the silent storm scholastic edition sherry garland,[]
0425124819,black rainbow,barbara michaels,1994,berkley publishing group,http://images.amazon.com/images/P/0425124819.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425124819.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425124819.01.LZZZZZZZ.jpg,Black Rainbow,black rainbow barbara michaels,[]
0345409469,the demonhaunted world science as a candle in the dark,carl sagan,1997,ballantine books,http://images.amazon.com/images/P/0345409469.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345409469.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345409469.01.LZZZZZZZ.jpg,The Demon-Haunted World: Science As a Candle in the Dark,the demonhaunted world science as a candle in the dark carl sagan,"['world', 'candle', 'demonhaunted', 'carl', 'candle dark', 'science', 'dark carl', 'sagan', 'science candle', 'demonhaunted world', 'world science', 'carl sagan']"
1558747346,teen love on relationships a book for teenagers,kimberly kirberger,1999,health communications,http://images.amazon.com/images/P/1558747346.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1558747346.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1558747346.01.LZZZZZZZ.jpg,"Teen Love:  On Relationships, A Book for Teenagers",teen love on relationships a book for teenagers kimberly kirberger,"['kirberger', 'teenagers', 'teen', 'love', 'kimberly', 'book', 'relationships', 'kimberly kirberger', 'love relationships', 'teenagers kimberly', 'book teenagers', 'relationships book']"
0373250177,on the verge red dress ink paperback,ariella papa,2002,red dress ink,http://images.amazon.com/images/P/0373250177.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373250177.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373250177.01.LZZZZZZZ.jpg,On The Verge (Red Dress Ink (Paperback)),on the verge red dress ink paperback ariella papa,"['dress', 'red', 'verge', 'papa', 'ink', 'ariella', 'verge red', 'red dress', 'dress ink', 'ariella papa', 'paperback', 'paperback ariella']"
0763615382,chaser a novel in emails,michael j rosen,2002,candlewick press ma,http://images.amazon.com/images/P/0763615382.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0763615382.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0763615382.01.LZZZZZZZ.jpg,Chaser: A Novel in E-Mails,chaser a novel in emails michael j rosen,[]
0965975401,cool women,dawn chipman,1997,girl press,http://images.amazon.com/images/P/0965975401.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0965975401.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0965975401.01.LZZZZZZZ.jpg,Cool Women,cool women dawn chipman,[]
0141001771,welcome to my planet where english is sometimes spoken,shannon olson,2001,penguin books,http://images.amazon.com/images/P/0141001771.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0141001771.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0141001771.01.LZZZZZZZ.jpg,Welcome to My Planet: Where English Is Sometimes Spoken,welcome to my planet where english is sometimes spoken shannon olson,[]
068930935X,a string of chances string of chances nrf,phyllis reynolds naylor,1982,atheneum,http://images.amazon.com/images/P/068930935X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/068930935X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/068930935X.01.LZZZZZZZ.jpg,A STRING OF CHANCES (String of Chances Nrf),a string of chances string of chances nrf phyllis reynolds naylor,"['nrf', 'string', 'chances', 'reynolds', 'chances nrf', 'naylor', 'phyllis', 'nrf phyllis', 'string chances', 'reynolds naylor', 'phyllis reynolds', 'chances string']"
0451523369,frankenstein or the modern prometheus,mary wollstonecraft shelley,1994,signet book,http://images.amazon.com/images/P/0451523369.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451523369.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451523369.01.LZZZZZZZ.jpg,"Frankenstein Or, the Modern Prometheus",frankenstein or the modern prometheus mary wollstonecraft shelley,[]
0786884622,world of pies a novel,karen stolz,2001,hyperion,http://images.amazon.com/images/P/0786884622.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786884622.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786884622.01.LZZZZZZZ.jpg,World of Pies : A Novel,world of pies a novel karen stolz,[]
0449005569,love a users guide,clare naylor,1999,ballantine books,http://images.amazon.com/images/P/0449005569.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449005569.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449005569.01.LZZZZZZZ.jpg,Love: A User's Guide,love a users guide clare naylor,[]
0671027344,the perks of being a wallflower,stephen chbosky,1999,mtv,http://images.amazon.com/images/P/0671027344.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671027344.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671027344.01.LZZZZZZZ.jpg,The Perks of Being a Wallflower,the perks of being a wallflower stephen chbosky,[]
8885989632,patapim e patapam le formiche,antonio albanese,1994,baldiniampcastoldi,http://images.amazon.com/images/P/8885989632.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8885989632.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8885989632.01.LZZZZZZZ.jpg,Patapim e patapam (Le formiche),patapim e patapam le formiche antonio albanese,[]
0786927089,dragons of summer flame,margaret weis,2002,wizards of the coast,http://images.amazon.com/images/P/0786927089.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786927089.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786927089.01.LZZZZZZZ.jpg,Dragons of Summer Flame,dragons of summer flame margaret weis,[]
0684831058,dancing at the rascal fair,ivan doig,1996,scribner,http://images.amazon.com/images/P/0684831058.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684831058.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684831058.01.LZZZZZZZ.jpg,DANCING AT THE RASCAL FAIR,dancing at the rascal fair ivan doig,[]
006019491X,daughter of fortune a novel oprahs book club hardcover,isabel allende,1999,harpercollins,http://images.amazon.com/images/P/006019491X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/006019491X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/006019491X.01.LZZZZZZZ.jpg,Daughter of Fortune : A Novel (Oprah's Book Club (Hardcover)),daughter of fortune a novel oprahs book club hardcover isabel allende,"['club', 'allende', 'novel', 'fortune', 'hardcover', 'daughter', 'club hardcover', 'oprahs', 'isabel', 'fortune novel', 'isabel allende', 'novel oprahs']"
0684819066,a beautiful mind a biography of john forbes nash jr,sylvia nasar,1998,simon amp schuster,http://images.amazon.com/images/P/0684819066.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684819066.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684819066.01.LZZZZZZZ.jpg,"A Beautiful Mind : A Biography of John Forbes Nash, Jr.",a beautiful mind a biography of john forbes nash jr sylvia nasar,"['beautiful', 'mind', 'jr', 'nasar', 'forbes', 'sylvia', 'beautiful mind', 'biography john', 'mind biography', 'nash jr', 'nash', 'john forbes']"
0375420673,the bridegroom stories great reads,ha jin,2000,pantheon books,http://images.amazon.com/images/P/0375420673.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375420673.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375420673.01.LZZZZZZZ.jpg,The Bridegroom: Stories (Great Reads),the bridegroom stories great reads ha jin,[]
0140368558,kiss the dust,elizabeth laird,1994,puffin books,http://images.amazon.com/images/P/0140368558.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140368558.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140368558.01.LZZZZZZZ.jpg,Kiss the Dust,kiss the dust elizabeth laird,[]
0395353416,slippage previously poised previously uncollected stories,harlan ellison,1997,houghton mifflin,http://images.amazon.com/images/P/0395353416.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0395353416.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0395353416.01.LZZZZZZZ.jpg,"Slippage: Previously Poised, Previously Uncollected Stories",slippage previously poised previously uncollected stories harlan ellison,"['poised', 'previously', 'poised previously', 'stories', 'harlan', 'previously uncollected', 'uncollected stories', 'stories harlan', 'ellison', 'slippage', 'harlan ellison', 'slippage previously']"
0066211611,portrait in sepia,isabel allende,2001,harpercollins publishers,http://images.amazon.com/images/P/0066211611.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0066211611.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0066211611.01.LZZZZZZZ.jpg,Portrait in Sepia,portrait in sepia isabel allende,[]
0312254164,the pilgrimage road to santiago the complete cultural handbook,david m gitlitz,2000,st martins griffin,http://images.amazon.com/images/P/0312254164.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312254164.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312254164.01.LZZZZZZZ.jpg,The Pilgrimage Road to Santiago : The Complete Cultural Handbook,the pilgrimage road to santiago the complete cultural handbook david m gitlitz,"['complete', 'david', 'handbook', 'road', 'handbook david', 'david gitlitz', 'gitlitz', 'complete cultural', 'cultural handbook', 'road santiago', 'pilgrimage', 'santiago']"
3453147243,der magier der erbe der nacht,wolfgang hohlbein,1999,heyne,http://images.amazon.com/images/P/3453147243.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3453147243.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3453147243.01.LZZZZZZZ.jpg,Der Magier. Der Erbe der Nacht.,der magier der erbe der nacht wolfgang hohlbein,"['erbe', 'der', 'erbe der', 'der erbe', 'nacht', 'wolfgang', 'hohlbein', 'magier', 'der nacht', 'nacht wolfgang', 'wolfgang hohlbein', 'der magier']"
3746611229,der fremde freund drachenblut,christoph hein,1982,aufbau tb,http://images.amazon.com/images/P/3746611229.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3746611229.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3746611229.01.LZZZZZZZ.jpg,Der fremde Freund. (Drachenblut).,der fremde freund drachenblut christoph hein,[]
3492229336,die meute der erben,gaby hauptmann,1999,piper,http://images.amazon.com/images/P/3492229336.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3492229336.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3492229336.01.LZZZZZZZ.jpg,Die Meute der Erben.,die meute der erben gaby hauptmann,[]
3453177800,ein mann fããâ¼r jede gelegenheit,carolyn see,2001,heyne,http://images.amazon.com/images/P/3453177800.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3453177800.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3453177800.01.LZZZZZZZ.jpg,Ein Mann fÃ?ÃÂ¼r jede Gelegenheit.,ein mann fããâ¼r jede gelegenheit carolyn see,"['fã', 'â¼r', 'fã â¼r', 'jede', 'carolyn', 'ein', 'mann', 'mann fã', 'gelegenheit', 'ein mann', 'gelegenheit carolyn', 'jede gelegenheit']"
3423009152,der geteilte himmel,christa wolf,0,deutscher taschenbuch verlag,http://images.amazon.com/images/P/3423009152.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3423009152.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3423009152.01.LZZZZZZZ.jpg,Der Geteilte Himmel,der geteilte himmel christa wolf,[]
3596133319,helden wie wir,thomas brussig,1998,fischer tb frankfurt,http://images.amazon.com/images/P/3596133319.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3596133319.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3596133319.01.LZZZZZZZ.jpg,Helden wie wir.,helden wie wir thomas brussig,[]
3822813397,schamanismus reisen der seele magische krããâ¤fte ekstase und heilung,piers vitebsky,2001,taschen verlag,http://images.amazon.com/images/P/3822813397.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3822813397.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3822813397.01.LZZZZZZZ.jpg,Schamanismus. Reisen der Seele. Magische KrÃ?ÃÂ¤fte. Ekstase und Heilung.,schamanismus reisen der seele magische krããâ¤fte ekstase und heilung piers vitebsky,"['seele', 'reisen', 'und', 'vitebsky', 'und heilung', 'heilung', 'fte ekstase', 'piers vitebsky', 'magische krã', 'piers', 'schamanismus', 'schamanismus reisen']"
3426871874,entdecke den schamanen in dir reise in die innere welt des alltags,christopher weidner,2003,droemersche verlagsanstalt th knaur nachf gmbh amp co,http://images.amazon.com/images/P/3426871874.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3426871874.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3426871874.01.LZZZZZZZ.jpg,Entdecke den Schamanen in dir. Reise in die innere Welt des Alltags.,entdecke den schamanen in dir reise in die innere welt des alltags christopher weidner,"['dir', 'innere', 'weidner', 'schamanen', 'alltags', 'christopher weidner', 'reise', 'alltags christopher', 'welt des', 'reise die', 'schamanen dir', 'entdecke den']"
3453171977,das meer und kleine fische,terry pratchett,2000,heyne,http://images.amazon.com/images/P/3453171977.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3453171977.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3453171977.01.LZZZZZZZ.jpg,Das Meer und kleine Fische.,das meer und kleine fische terry pratchett,"['terry', 'meer', 'und', 'das', 'kleine', 'fische', 'meer und', 'das meer', 'und kleine', 'fische terry', 'pratchett', 'terry pratchett']"
3423620005,sofies welt roman ããâ¼ber die geschichte der philosophie,jostein gaarder,1999,dtv,http://images.amazon.com/images/P/3423620005.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3423620005.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3423620005.01.LZZZZZZZ.jpg,Sofies Welt. Roman Ã?ÃÂ¼ber die Geschichte der Philosophie.,sofies welt roman ããâ¼ber die geschichte der philosophie jostein gaarder,"['die', 'â¼ber', 'welt', 'sofies', 'â¼ber die', 'gaarder', 'roman', 'philosophie', 'welt roman', 'jostein', 'geschichte der', 'philosophie jostein']"
034537522X,the book of lost tales 2 the history of middleearth volume 2,jrr tolkien,1992,del rey,http://images.amazon.com/images/P/034537522X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/034537522X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/034537522X.01.LZZZZZZZ.jpg,The Book of Lost Tales 2 (The History of Middle-Earth - Volume 2),the book of lost tales 2 the history of middleearth volume 2 jrr tolkien,"['volume', 'history', 'jrr', 'middleearth', 'lost', 'tales', 'middleearth volume', 'history middleearth', 'volume jrr', 'tales history', 'book lost', 'tolkien']"
0345375211,the book of lost tales 1 the history of middleearth volume 1,j r r tolkien,1992,del rey books,http://images.amazon.com/images/P/0345375211.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345375211.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345375211.01.LZZZZZZZ.jpg,The Book of Lost Tales 1 (The History of Middle-Earth - Volume 1),the book of lost tales 1 the history of middleearth volume 1 j r r tolkien,"['volume', 'history', 'middleearth', 'lost', 'tales', 'book', 'history middleearth', 'middleearth volume', 'tales history', 'book lost', 'tolkien', 'volume tolkien']"
034545829X,waking up screaming haunting tales of terror,h p lovecraft,2003,del rey books,http://images.amazon.com/images/P/034545829X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/034545829X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/034545829X.01.LZZZZZZZ.jpg,Waking Up Screaming: Haunting Tales of Terror,waking up screaming haunting tales of terror h p lovecraft,[]
0140042520,dharma bums,jack kerouac,1991,penguin books,http://images.amazon.com/images/P/0140042520.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140042520.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140042520.01.LZZZZZZZ.jpg,Dharma Bums,dharma bums jack kerouac,[]
0380789035,american gods,neil gaiman,2002,harpertorch,http://images.amazon.com/images/P/0380789035.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380789035.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380789035.01.LZZZZZZZ.jpg,American Gods,american gods neil gaiman,[]
