ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,full_text,keywords
0380619458,the mosquito coast,paul theroux,1990.0,harper mass market paperbacks mm,http://images.amazon.com/images/P/0380619458.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380619458.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380619458.01.LZZZZZZZ.jpg,the mosquito coast paul theroux,[]
0446325805,if love were oil id be about a quart low,lewis grizzard,1994.0,warner books mm,http://images.amazon.com/images/P/0446325805.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446325805.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446325805.01.LZZZZZZZ.jpg,if love were oil id be about a quart low lewis grizzard,"['love', 'low', 'id quart', 'lewis', 'grizzard', 'quart low', 'oil id', 'love oil']"
0451406923,goodbye my little ones the true story of a murderous mother and five innocent victims,charles hickey,1996.0,onyx books,http://images.amazon.com/images/P/0451406923.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451406923.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451406923.01.LZZZZZZZ.jpg,goodbye my little ones the true story of a murderous mother and five innocent victims charles hickey,"['ones true', 'charles', 'true story', 'murderous', 'goodbye', 'mother innocent', 'little ones', 'hickey']"
0671042858,the girl who loved tom gordon,stephen king,2000.0,pocket,http://images.amazon.com/images/P/0671042858.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671042858.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671042858.01.LZZZZZZZ.jpg,the girl who loved tom gordon stephen king,"['girl', 'king', 'gordon', 'tom', 'girl loved', 'loved tom', 'gordon stephen', 'stephen king']"
0743249992,bringing down the house the inside story of six mit students who took vegas for millions,ben mezrich,2003.0,free press,http://images.amazon.com/images/P/0743249992.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743249992.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743249992.01.LZZZZZZZ.jpg,bringing down the house the inside story of six mit students who took vegas for millions ben mezrich,"['bringing', 'millions', 'story', 'house inside', 'ben', 'mezrich', 'mit students', 'vegas']"
0840734530,the oneprince the redaemian chronicles book 1,bill hand,1992.0,thomas nelson inc,http://images.amazon.com/images/P/0840734530.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0840734530.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0840734530.01.LZZZZZZZ.jpg,the oneprince the redaemian chronicles book 1 bill hand,"['oneprince', 'chronicles', 'book', 'hand', 'chronicles book', 'book hand', 'redaemian', 'oneprince redaemian']"
0425184226,the sum of all fears,tom clancy,2002.0,berkley publishing group,http://images.amazon.com/images/P/0425184226.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425184226.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425184226.01.LZZZZZZZ.jpg,the sum of all fears tom clancy,[]
0375500766,care packages letters to christopher reeve from strangers and other friends,dana reeve,1999.0,random house,http://images.amazon.com/images/P/0375500766.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375500766.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375500766.01.LZZZZZZZ.jpg,care packages letters to christopher reeve from strangers and other friends dana reeve,"['friends', 'strangers friends', 'dana', 'care', 'packages letters', 'letters christopher', 'christopher reeve', 'care packages']"
9724119378,o deus das pequenas coisas,roy,1998.0,edicoes asa,http://images.amazon.com/images/P/9724119378.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/9724119378.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/9724119378.01.LZZZZZZZ.jpg,o deus das pequenas coisas roy,"['coisas', 'deus', 'das', 'roy', 'deus das', 'pequenas', 'coisas roy', 'das pequenas']"
0451205197,lady in greenminor indiscretions signet regency romance,barbara metzger,2002.0,signet book,http://images.amazon.com/images/P/0451205197.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451205197.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451205197.01.LZZZZZZZ.jpg,lady in greenminor indiscretions signet regency romance barbara metzger,"['signet', 'indiscretions', 'romance', 'greenminor indiscretions', 'metzger', 'regency', 'barbara', 'lady greenminor']"
0060929790,one hundred years of solitude,gabriel garcia marquez,1998.0,perennial,http://images.amazon.com/images/P/0060929790.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060929790.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060929790.01.LZZZZZZZ.jpg,one hundred years of solitude gabriel garcia marquez,"['years', 'gabriel', 'garcia', 'marquez', 'solitude', 'years solitude', 'solitude gabriel', 'garcia marquez']"
0060976845,little altars everywhere a novel,rebecca wells,1996.0,perennial,http://images.amazon.com/images/P/0060976845.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060976845.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060976845.01.LZZZZZZZ.jpg,little altars everywhere a novel rebecca wells,"['little', 'rebecca', 'wells', 'novel', 'novel rebecca', 'altars', 'rebecca wells', 'little altars']"
0061099325,coyote waits joe leaphornjim chee novels,tony hillerman,1992.0,harpertorch,http://images.amazon.com/images/P/0061099325.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061099325.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061099325.01.LZZZZZZZ.jpg,coyote waits joe leaphornjim chee novels tony hillerman,"['waits', 'novels', 'joe', 'chee', 'leaphornjim', 'hillerman', 'novels tony', 'coyote waits']"
0671004573,before i say goodbye,mary higgins clark,2001.0,pocket,http://images.amazon.com/images/P/0671004573.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671004573.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671004573.01.LZZZZZZZ.jpg,before i say goodbye mary higgins clark,"['say', 'mary', 'say goodbye', 'goodbye', 'higgins', 'clark', 'higgins clark', 'goodbye mary']"
0446601640,slow waltz in cedar bend,robert james waller,1994.0,warner books,http://images.amazon.com/images/P/0446601640.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446601640.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446601640.01.LZZZZZZZ.jpg,slow waltz in cedar bend robert james waller,"['james', 'slow', 'bend', 'robert james', 'cedar', 'waller', 'waltz', 'slow waltz']"
0330484516,twenty minute retreats revive your spirits in just minutes a day a pan selfdiscovery title,rachel harris,2001.0,pan macmillan,http://images.amazon.com/images/P/0330484516.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0330484516.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0330484516.01.LZZZZZZZ.jpg,twenty minute retreats revive your spirits in just minutes a day a pan selfdiscovery title rachel harris,"['minute', 'harris', 'just minutes', 'day pan', 'pan selfdiscovery', 'retreats', 'title rachel', 'revive spirits']"
038572179X,atonement a novel,ian mcewan,2003.0,anchor,http://images.amazon.com/images/P/038572179X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038572179X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038572179X.01.LZZZZZZZ.jpg,atonement a novel ian mcewan,[]
0393020371,next the future just happened,michael lewis,2001.0,ww norton amp company,http://images.amazon.com/images/P/0393020371.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0393020371.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0393020371.01.LZZZZZZZ.jpg,next the future just happened michael lewis,"['just', 'happened', 'just happened', 'michael', 'future', 'future just', 'lewis', 'michael lewis']"
1900850303,the angelic darkness,richard zimler,1999.0,arcadia books,http://images.amazon.com/images/P/1900850303.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1900850303.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1900850303.01.LZZZZZZZ.jpg,the angelic darkness richard zimler,[]
1903019699,the soulbane stratagem,norman jetmundsen,2000.0,john hunt publishing ltd,http://images.amazon.com/images/P/1903019699.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1903019699.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1903019699.01.LZZZZZZZ.jpg,the soulbane stratagem norman jetmundsen,[]
0345425294,gangster,lorenzo carcaterra,2002.0,fawcett books,http://images.amazon.com/images/P/0345425294.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345425294.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345425294.01.LZZZZZZZ.jpg,gangster lorenzo carcaterra,[]
0451410319,hush,anne frasier,2002.0,onyx books,http://images.amazon.com/images/P/0451410319.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451410319.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451410319.01.LZZZZZZZ.jpg,hush anne frasier,[]
0553583468,whisper of evil hooper kay evil trilogy,kay hooper,2002.0,bantam books,http://images.amazon.com/images/P/0553583468.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553583468.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553583468.01.LZZZZZZZ.jpg,whisper of evil hooper kay evil trilogy kay hooper,"['kay', 'evil', 'whisper', 'trilogy', 'hooper', 'evil trilogy', 'kay hooper', 'whisper evil']"
8420639133,temor y temblor,soren kierkegaard,2001.0,alianza,http://images.amazon.com/images/P/8420639133.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8420639133.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8420639133.01.LZZZZZZZ.jpg,temor y temblor soren kierkegaard,[]
8476409419,estudios sobre el amor,jose ortega y gaset,2001.0,downtown book center,http://images.amazon.com/images/P/8476409419.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8476409419.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8476409419.01.LZZZZZZZ.jpg,estudios sobre el amor jose ortega y gaset,"['sobre', 'gaset', 'el', 'jose', 'amor', 'ortega', 'jose ortega', 'estudios sobre']"
0380778556,rebecca,daphne du maurier,1994.0,avon,http://images.amazon.com/images/P/0380778556.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380778556.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380778556.01.LZZZZZZZ.jpg,rebecca daphne du maurier,[]
0451525221,scarlet letter,nathaniel hawthorne,1993.0,signet book,http://images.amazon.com/images/P/0451525221.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451525221.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451525221.01.LZZZZZZZ.jpg,scarlet letter nathaniel hawthorne,[]
0002740230,keep it simple and get more out of life,nick page,1999.0,trafalgar square,http://images.amazon.com/images/P/0002740230.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0002740230.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0002740230.01.LZZZZZZZ.jpg,keep it simple and get more out of life nick page,[]
0385336772,diary of a mad momtobe,laura wolf,2003.0,delta,http://images.amazon.com/images/P/0385336772.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385336772.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385336772.01.LZZZZZZZ.jpg,diary of a mad momtobe laura wolf,"['mad', 'momtobe', 'mad momtobe', 'wolf', 'laura', 'diary', 'diary mad', 'laura wolf']"
0440949424,locked in time laurel leaf books,lois duncan,1986.0,laure leaf,http://images.amazon.com/images/P/0440949424.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440949424.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440949424.01.LZZZZZZZ.jpg,locked in time laurel leaf books lois duncan,"['time', 'locked', 'duncan', 'lois', 'locked time', 'laurel leaf', 'leaf books', 'books lois']"
0505524996,contact,susan grant,2002.0,love spell,http://images.amazon.com/images/P/0505524996.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0505524996.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0505524996.01.LZZZZZZZ.jpg,contact susan grant,[]
0140252800,the brimstone wedding,barbara vine,1997.0,penguin books ltd,http://images.amazon.com/images/P/0140252800.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140252800.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140252800.01.LZZZZZZZ.jpg,the brimstone wedding barbara vine,[]
0451452755,the catswold portal,shirley rousseau murphy,1993.0,roc,http://images.amazon.com/images/P/0451452755.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451452755.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451452755.01.LZZZZZZZ.jpg,the catswold portal shirley rousseau murphy,"['rousseau', 'catswold', 'shirley', 'shirley rousseau', 'murphy', 'rousseau murphy', 'portal', 'catswold portal']"
0812575482,through wolfs eyes wolf,jane lindskold,2002.0,tor fantasy,http://images.amazon.com/images/P/0812575482.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812575482.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812575482.01.LZZZZZZZ.jpg,through wolfs eyes wolf jane lindskold,"['eyes', 'jane', 'lindskold', 'jane lindskold', 'wolf', 'wolfs', 'eyes wolf', 'wolf jane']"
044651747X,puerto vallarta squeeze,robert james waller,1995.0,warner books,http://images.amazon.com/images/P/044651747X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044651747X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044651747X.01.LZZZZZZZ.jpg,puerto vallarta squeeze robert james waller,"['vallarta', 'squeeze', 'robert james', 'puerto', 'puerto vallarta', 'waller', 'squeeze robert', 'james waller']"
0060801263,tree grows in brooklyn,betty smith,1988.0,harpercollins publisher,http://images.amazon.com/images/P/0060801263.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060801263.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060801263.01.LZZZZZZZ.jpg,tree grows in brooklyn betty smith,"['smith', 'betty', 'brooklyn', 'grows', 'betty smith', 'tree', 'tree grows', 'grows brooklyn']"
0061030147,cybill disobedience how i survived beauty pageants elvis sex bruce willis lies marriage motherhood hollywood and the irrepressible urge to say what i think,cybill shepherd,2001.0,avon books,http://images.amazon.com/images/P/0061030147.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061030147.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061030147.01.LZZZZZZZ.jpg,cybill disobedience how i survived beauty pageants elvis sex bruce willis lies marriage motherhood hollywood and the irrepressible urge to say what i think cybill shepherd,"['lies marriage', 'survived beauty', 'disobedience', 'hollywood irrepressible', 'sex bruce', 'pageants elvis', 'think cybill', 'cybill shepherd']"
0140250964,snow angels,stewart onan,1995.0,penguin books,http://images.amazon.com/images/P/0140250964.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140250964.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140250964.01.LZZZZZZZ.jpg,snow angels stewart onan,[]
0446527165,wish you well,david baldacci,2000.0,warner books,http://images.amazon.com/images/P/0446527165.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446527165.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446527165.01.LZZZZZZZ.jpg,wish you well david baldacci,[]
0671461494,the hitchhikers guide to the galaxy,douglas adams,1982.0,pocket,http://images.amazon.com/images/P/0671461494.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671461494.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671461494.01.LZZZZZZZ.jpg,the hitchhikers guide to the galaxy douglas adams,"['guide', 'galaxy', 'douglas', 'adams', 'guide galaxy', 'hitchhikers', 'douglas adams', 'hitchhikers guide']"
0385337639,crow lake today show book club 7,mary lawson,2003.0,delta,http://images.amazon.com/images/P/0385337639.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385337639.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385337639.01.LZZZZZZZ.jpg,crow lake today show book club 7 mary lawson,"['today', 'mary', 'club', 'book', 'lawson', 'lake today', 'crow', 'mary lawson']"
039575514X,my antonia,willa cather,1995.0,mariner books,http://images.amazon.com/images/P/039575514X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/039575514X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/039575514X.01.LZZZZZZZ.jpg,my antonia willa cather,[]
0451206673,pen pals,olivia goldsmith,2002.0,signet book,http://images.amazon.com/images/P/0451206673.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451206673.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451206673.01.LZZZZZZZ.jpg,pen pals olivia goldsmith,[]
0330332775,bridget joness diary,helen fielding,1997.0,picador uk,http://images.amazon.com/images/P/0330332775.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0330332775.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0330332775.01.LZZZZZZZ.jpg,bridget joness diary helen fielding,"['fielding', 'joness', 'diary', 'helen', 'bridget', 'diary helen', 'helen fielding', 'bridget joness']"
0486284735,pride and prejudice dover thrift editions,jane austen,1995.0,dover publications,http://images.amazon.com/images/P/0486284735.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0486284735.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0486284735.01.LZZZZZZZ.jpg,pride and prejudice dover thrift editions jane austen,"['jane', 'dover', 'pride', 'prejudice', 'thrift', 'editions', 'austen', 'thrift editions']"
0671021745,eye on crime hardy boys 153,franklin w dixon,1998.0,aladdin,http://images.amazon.com/images/P/0671021745.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671021745.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671021745.01.LZZZZZZZ.jpg,eye on crime hardy boys 153 franklin w dixon,"['eye', 'franklin', 'crime', '153 franklin', 'eye crime', 'dixon', 'boys 153', 'hardy boys']"
0671047612,skin and bones,franklin w dixon,2000.0,aladdin,http://images.amazon.com/images/P/0671047612.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671047612.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671047612.01.LZZZZZZZ.jpg,skin and bones franklin w dixon,[]
0671504282,law of the jungle hardy boys case file 105 law of the jungle hardy boys the,franklin w dixon,1995.0,simon pulse,http://images.amazon.com/images/P/0671504282.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671504282.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671504282.01.LZZZZZZZ.jpg,law of the jungle hardy boys case file 105 law of the jungle hardy boys the franklin w dixon,"['franklin', 'boys', 'file 105', 'franklin dixon', '105 law', 'case file', 'jungle', 'hardy']"
0399138684,the cat who came to breakfast cat who hardcover,lilian jackson braun,1994.0,putnam pub group,http://images.amazon.com/images/P/0399138684.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399138684.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399138684.01.LZZZZZZZ.jpg,the cat who came to breakfast cat who hardcover lilian jackson braun,"['came', 'hardcover', 'breakfast', 'jackson', 'lilian', 'braun', 'cat came', 'cat hardcover']"
0785263292,if singleness is a gift whats the return policy,holly virden,2003.0,nelson books,http://images.amazon.com/images/P/0785263292.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785263292.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785263292.01.LZZZZZZZ.jpg,if singleness is a gift whats the return policy holly virden,"['whats', 'virden', 'policy', 'holly virden', 'gift', 'whats return', 'singleness', 'return policy']"
0830714014,always daddys girl understanding your fathers impact on who you are,h norman wright,1989.0,regal books,http://images.amazon.com/images/P/0830714014.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0830714014.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0830714014.01.LZZZZZZZ.jpg,always daddys girl understanding your fathers impact on who you are h norman wright,"['impact', 'girl', 'girl understanding', 'impact norman', 'wright', 'daddys', 'norman wright', 'understanding fathers']"
0345354931,night mare xanth novels paperback,piers anthony,1990.0,del rey books,http://images.amazon.com/images/P/0345354931.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345354931.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345354931.01.LZZZZZZZ.jpg,night mare xanth novels paperback piers anthony,"['night', 'mare', 'anthony', 'xanth', 'piers', 'novels paperback', 'paperback piers', 'xanth novels']"
0553278223,the martian chronicles,ray bradbury,1984.0,spectra,http://images.amazon.com/images/P/0553278223.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553278223.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553278223.01.LZZZZZZZ.jpg,the martian chronicles ray bradbury,[]
3257203659,der illustrierte mann erzããâ¤hlungen,ray bradbury,2002.0,diogenes,http://images.amazon.com/images/P/3257203659.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3257203659.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3257203659.01.LZZZZZZZ.jpg,der illustrierte mann erzããâ¤hlungen ray bradbury,"['hlungen', 'erzã', 'hlungen ray', 'der', 'mann', 'der illustrierte', 'bradbury', 'ray bradbury']"
3257207522,der kããâ¶nig in gelb,raymond chandler,1980.0,diogenes verlag,http://images.amazon.com/images/P/3257207522.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3257207522.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3257207522.01.LZZZZZZZ.jpg,der kããâ¶nig in gelb raymond chandler,"['nig', 'der', 'raymond', 'kã nig', 'gelb', 'chandler', 'der kã', 'raymond chandler']"
3257208626,fahrenheit 451,ray bradbury,1994.0,distribooks inc,http://images.amazon.com/images/P/3257208626.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3257208626.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3257208626.01.LZZZZZZZ.jpg,fahrenheit 451 ray bradbury,[]
3257208634,die mars chroniken roman in erzããâ¤hlungen,ray bradbury,1981.0,diogenes verlag,http://images.amazon.com/images/P/3257208634.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3257208634.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3257208634.01.LZZZZZZZ.jpg,die mars chroniken roman in erzããâ¤hlungen ray bradbury,"['erzã', 'die', 'hlungen ray', 'bradbury', 'ray bradbury', 'chroniken', 'roman', 'mars']"
3257208669,das bããâ¶se kommt auf leisen sohlen,ray bradbury,2003.0,diogenes,http://images.amazon.com/images/P/3257208669.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3257208669.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3257208669.01.LZZZZZZZ.jpg,das bããâ¶se kommt auf leisen sohlen ray bradbury,"['se', 'kommt', 'bã', 'sohlen', 'auf', 'bradbury', 'ray bradbury', 'auf leisen']"
3257210450,lããâ¶wenzahnwein roman,ray bradbury,1999.0,diogenes verlag,http://images.amazon.com/images/P/3257210450.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3257210450.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3257210450.01.LZZZZZZZ.jpg,lããâ¶wenzahnwein roman ray bradbury,"['lã', 'roman', 'ray', 'roman ray', 'wenzahnwein', 'lã wenzahnwein', 'bradbury', 'ray bradbury']"
3257212054,das kind von morgen erzããâ¤hlungen,ray bradbury,2000.0,diogenes verlag,http://images.amazon.com/images/P/3257212054.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3257212054.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3257212054.01.LZZZZZZZ.jpg,das kind von morgen erzããâ¤hlungen ray bradbury,"['hlungen', 'kind', 'hlungen ray', 'kind von', 'das', 'morgen erzã', 'bradbury', 'ray bradbury']"
3257212429,die mechanismen der freude erzããâ¤hlungen,ray bradbury,2000.0,diogenes verlag,http://images.amazon.com/images/P/3257212429.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3257212429.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3257212429.01.LZZZZZZZ.jpg,die mechanismen der freude erzããâ¤hlungen ray bradbury,"['die', 'hlungen', 'erzã', 'hlungen ray', 'mechanismen der', 'bradbury', 'ray bradbury', 'der freude']"
3257214154,familientreffen erzããâ¤hlungen,ray bradbury,2000.0,diogenes verlag,http://images.amazon.com/images/P/3257214154.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3257214154.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3257214154.01.LZZZZZZZ.jpg,familientreffen erzããâ¤hlungen ray bradbury,"['hlungen', 'erzã', 'hlungen ray', 'ray', 'familientreffen erzã', 'familientreffen', 'bradbury', 'ray bradbury']"
3257216416,der tod kommt schnell in mexico erzããâ¤hlungen,ray bradbury,1988.0,diogenes verlag,http://images.amazon.com/images/P/3257216416.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3257216416.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3257216416.01.LZZZZZZZ.jpg,der tod kommt schnell in mexico erzããâ¤hlungen ray bradbury,"['hlungen', 'erzã', 'hlungen ray', 'kommt', 'der tod', 'mexico', 'bradbury', 'ray bradbury']"
3257233051,veronika deschliesst zu sterben vernika decides to die,paolo coelho,2002.0,distribooks,http://images.amazon.com/images/P/3257233051.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3257233051.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3257233051.01.LZZZZZZZ.jpg,veronika deschliesst zu sterben vernika decides to die paolo coelho,"['sterben', 'zu', 'deschliesst', 'decides die', 'veronika', 'paolo', 'coelho', 'vernika decides']"
3423116714,die klone der joanna may roman,fay weldon,1993.0,dtv,http://images.amazon.com/images/P/3423116714.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3423116714.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3423116714.01.LZZZZZZZ.jpg,die klone der joanna may roman fay weldon,"['klone', 'die', 'die klone', 'fay', 'roman', 'weldon', 'fay weldon', 'der joanna']"
3423241489,ist mein hintern wirklich so dick tagebuch einer empfindsamen frau,arabella weir,1998.0,dtv,http://images.amazon.com/images/P/3423241489.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3423241489.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3423241489.01.LZZZZZZZ.jpg,ist mein hintern wirklich so dick tagebuch einer empfindsamen frau arabella weir,"['frau', 'hintern', 'dick tagebuch', 'ist mein', 'wirklich', 'weir', 'einer empfindsamen', 'arabella']"
3426605686,haifischfrauen,kiana davenport,1996.0,droemersche verlagsanstalt th knaur nachf gmbh amp co,http://images.amazon.com/images/P/3426605686.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3426605686.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3426605686.01.LZZZZZZZ.jpg,haifischfrauen kiana davenport,[]
3453212150,die cappuccino jahre aus dem tagebuch des adrian mole,sue townsend,2002.0,heyne,http://images.amazon.com/images/P/3453212150.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3453212150.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3453212150.01.LZZZZZZZ.jpg,die cappuccino jahre aus dem tagebuch des adrian mole sue townsend,"['aus', 'aus dem', 'mole', 'sue', 'tagebuch', 'townsend', 'des adrian', 'cappuccino jahre']"
3462021095,schwarzer tee mit drei stãâ¼ck zucker,renan demirkan,1991.0,kiepenheuer amp witsch,http://images.amazon.com/images/P/3462021095.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3462021095.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3462021095.01.LZZZZZZZ.jpg,schwarzer tee mit drei stãâ¼ck zucker renan demirkan,"['stã', 'mit', 'â¼ck', 'tee', 'drei', 'zucker', 'renan demirkan', 'schwarzer']"
