ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,Original-Title,full_text,keywords
3462021095,schwarzer tee mit drei stãâ¼ck zucker,renan demirkan,1991,kiepenheuer amp witsch,http://images.amazon.com/images/P/3462021095.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3462021095.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3462021095.01.LZZZZZZZ.jpg,Schwarzer Tee mit drei StÃÂ¼ck Zucker,schwarzer tee mit drei stãâ¼ck zucker renan demirkan,"['stã', 'mit', 'â¼ck', 'tee', 'drei', 'zucker', 'renan demirkan', 'schwarzer']"
3492045642,querschããâ¼sse downsize this,michael moore,2003,piper,http://images.amazon.com/images/P/3492045642.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3492045642.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3492045642.01.LZZZZZZZ.jpg,QuerschÃ?ÃÂ¼sse - Downsize This!,querschããâ¼sse downsize this michael moore,"['â¼sse', 'querschã â¼sse', 'querschã', 'michael', 'downsize', 'moore', 'downsize michael', 'michael moore']"
3498020862,die korrekturen,jonathan franzen,2002,rowohlt reinbek,http://images.amazon.com/images/P/3498020862.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3498020862.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3498020862.01.LZZZZZZZ.jpg,Die Korrekturen.,die korrekturen jonathan franzen,[]
3499110695,neun erzããâ¤hlungen,jerome d salinger,1968,rowohlt tb,http://images.amazon.com/images/P/3499110695.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3499110695.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3499110695.01.LZZZZZZZ.jpg,Neun ErzÃ?ÃÂ¤hlungen.,neun erzããâ¤hlungen jerome d salinger,"['erzã', 'neun', 'hlungen', 'jerome', 'neun erzã', 'erzã hlungen', 'jerome salinger', 'salinger']"
3499151502,hebt den dachbalken hoch zimmerleute seymour wird vorgestellt,jerome d salinger,1998,rowohlt tb,http://images.amazon.com/images/P/3499151502.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3499151502.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3499151502.01.LZZZZZZZ.jpg,"Hebt den Dachbalken hoch, Zimmerleute / Seymour wird vorgestellt.",hebt den dachbalken hoch zimmerleute seymour wird vorgestellt jerome d salinger,"['wird', 'hebt', 'zimmerleute', 'jerome', 'seymour', 'vorgestellt', 'den dachbalken', 'salinger']"
3518111000,ulysses ããbersetzg wollschlããâ¤ger neue folge 100,james joyce,1981,suhrkamp,http://images.amazon.com/images/P/3518111000.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3518111000.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3518111000.01.LZZZZZZZ.jpg,"Ulysses (Ã?Ã?bersetzg. WollschlÃ?ÃÂ¤ger). ( Neue Folge, 100).",ulysses ããbersetzg wollschlããâ¤ger neue folge 100 james joyce,"['bersetzg', '100', 'folge', '100 james', 'neue', 'wollschlã ger', 'joyce', 'ulysses']"
3548254268,eine ganz normale affããâ¤re,joanna trollope,2002,ullstein tb,http://images.amazon.com/images/P/3548254268.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3548254268.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3548254268.01.LZZZZZZZ.jpg,Eine ganz normale AffÃ?ÃÂ¤re.,eine ganz normale affããâ¤re joanna trollope,"['affã', 'ganz', 'joanna', 'trollope', 'normale affã', 'eine', 'ganz normale', 'joanna trollope']"
3570300099,das intimleben des adrian mole 13 34 jahre cbt ab 14 j,sue townsend,2002,bertelsmann mããâ¼nchen,http://images.amazon.com/images/P/3570300099.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3570300099.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3570300099.01.LZZZZZZZ.jpg,"Das Intimleben des Adrian Mole, 13 3/4 Jahre. cbt. ( Ab 14 J.).",das intimleben des adrian mole 13 34 jahre cbt ab 14 j sue townsend,"['jahre', 'mole 13', '13 34', 'cbt ab', 'adrian', 'sue townsend', 'intimleben des', 'das intimleben']"
3596292646,das buch der lããâ¤cherlichen liebe,milan kundera,2000,fischer tb frankfurt,http://images.amazon.com/images/P/3596292646.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3596292646.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3596292646.01.LZZZZZZZ.jpg,Das Buch der lÃ?ÃÂ¤cherlichen Liebe.,das buch der lããâ¤cherlichen liebe milan kundera,"['lã', 'buch', 'der lã', 'das', 'liebe', 'kundera', 'milan', 'cherlichen liebe']"
0060977493,the god of small things,arundhati roy,1998,perennial,http://images.amazon.com/images/P/0060977493.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060977493.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060977493.01.LZZZZZZZ.jpg,The God of Small Things,the god of small things arundhati roy,"['things', 'roy', 'god', 'small', 'arundhati', 'god small', 'things arundhati', 'arundhati roy']"
0312872682,the james dean affair a neil gulliver amp stevie marriner novel,robert s levinson,2000,st martins pr,http://images.amazon.com/images/P/0312872682.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312872682.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312872682.01.LZZZZZZZ.jpg,The James Dean Affair: A Neil Gulliver &amp; Stevie Marriner Novel,the james dean affair a neil gulliver amp stevie marriner novel robert s levinson,"['gulliver amp', 'gulliver', 'affair', 'marriner novel', 'neil', 'levinson', 'novel robert', 'james dean']"
0316602906,the big bad wolf a novel,james patterson,2003,little brown,http://images.amazon.com/images/P/0316602906.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316602906.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316602906.01.LZZZZZZZ.jpg,The Big Bad Wolf: A Novel,the big bad wolf a novel james patterson,"['bad', 'big', 'big bad', 'patterson', 'novel james', 'wolf', 'james patterson', 'wolf novel']"
0316693006,four blind mice,james patterson,2002,little brown,http://images.amazon.com/images/P/0316693006.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316693006.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316693006.01.LZZZZZZZ.jpg,Four Blind Mice,four blind mice james patterson,[]
0345311396,private screening,richard north patterson,1994,ballantine books,http://images.amazon.com/images/P/0345311396.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345311396.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345311396.01.LZZZZZZZ.jpg,Private Screening,private screening richard north patterson,"['north', 'richard', 'private', 'richard north', 'patterson', 'north patterson', 'screening', 'private screening']"
0345378490,congo,michael crichton,1995,ballantine books,http://images.amazon.com/images/P/0345378490.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345378490.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345378490.01.LZZZZZZZ.jpg,Congo,congo michael crichton,[]
0345404793,protect and defend,richard north patterson,2001,ballantine books,http://images.amazon.com/images/P/0345404793.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345404793.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345404793.01.LZZZZZZZ.jpg,Protect and Defend,protect and defend richard north patterson,"['north', 'protect', 'richard', 'defend', 'protect defend', 'richard north', 'patterson', 'north patterson']"
0345433173,the tall pine polka,lorna landvik,1999,ballantine books,http://images.amazon.com/images/P/0345433173.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345433173.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345433173.01.LZZZZZZZ.jpg,The Tall Pine Polka,the tall pine polka lorna landvik,"['tall', 'lorna', 'polka', 'pine', 'landvik', 'tall pine', 'lorna landvik', 'pine polka']"
0375400117,memoirs of a geisha,arthur golden,1997,alfred a knopf,http://images.amazon.com/images/P/0375400117.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375400117.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375400117.01.LZZZZZZZ.jpg,Memoirs of a Geisha,memoirs of a geisha arthur golden,[]
0375705856,plainsong vintage contemporaries,kent haruf,2000,vintage,http://images.amazon.com/images/P/0375705856.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375705856.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375705856.01.LZZZZZZZ.jpg,Plainsong (Vintage Contemporaries),plainsong vintage contemporaries kent haruf,"['vintage', 'contemporaries', 'haruf', 'kent', 'plainsong', 'plainsong vintage', 'contemporaries kent', 'kent haruf']"
0380717018,body of evidence kay scarpetta mysteries paperback,patricia d cornwell,1992,avon,http://images.amazon.com/images/P/0380717018.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380717018.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380717018.01.LZZZZZZZ.jpg,Body of Evidence (Kay Scarpetta Mysteries (Paperback)),body of evidence kay scarpetta mysteries paperback patricia d cornwell,"['kay', 'body', 'cornwell', 'patricia cornwell', 'evidence', 'scarpetta', 'mysteries paperback', 'scarpetta mysteries']"
0380718332,all that remains kay scarpetta mysteries paperback,patricia d cornwell,1993,avon,http://images.amazon.com/images/P/0380718332.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380718332.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380718332.01.LZZZZZZZ.jpg,All That Remains (Kay Scarpetta Mysteries (Paperback)),all that remains kay scarpetta mysteries paperback patricia d cornwell,"['kay', 'remains', 'cornwell', 'remains kay', 'patricia cornwell', 'scarpetta', 'mysteries paperback', 'scarpetta mysteries']"
0380754509,the case of the lost lookalike an avon camelot book,carol j farley,1988,avon books,http://images.amazon.com/images/P/0380754509.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380754509.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380754509.01.LZZZZZZZ.jpg,The Case of the Lost Look-Alike (An Avon Camelot Book),the case of the lost lookalike an avon camelot book carol j farley,"['case', 'avon', 'case lost', 'lookalike', 'lost', 'farley', 'book carol', 'camelot book']"
038076654X,petals on the river,kathleen e woodiwiss,1997,avon trade,http://images.amazon.com/images/P/038076654X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038076654X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038076654X.01.LZZZZZZZ.jpg,Petals on the River,petals on the river kathleen e woodiwiss,[]
0380807866,the elusive flame,kathleen e woodiwiss,1999,avon,http://images.amazon.com/images/P/0380807866.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380807866.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380807866.01.LZZZZZZZ.jpg,The Elusive Flame,the elusive flame kathleen e woodiwiss,[]
0385316895,legacy of silence,belva plain,1998,bantam dell pub group,http://images.amazon.com/images/P/0385316895.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385316895.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385316895.01.LZZZZZZZ.jpg,Legacy of Silence,legacy of silence belva plain,[]
0385497466,the brethren,john grisham,2000,doubleday,http://images.amazon.com/images/P/0385497466.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385497466.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385497466.01.LZZZZZZZ.jpg,The Brethren,the brethren john grisham,[]
0385508042,the king of torts,john grisham,2003,doubleday books,http://images.amazon.com/images/P/0385508042.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385508042.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385508042.01.LZZZZZZZ.jpg,The King of Torts,the king of torts john grisham,[]
0385509456,the curious incident of the dog in the nighttime a novel,mark haddon,2003,doubleday,http://images.amazon.com/images/P/0385509456.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385509456.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385509456.01.LZZZZZZZ.jpg,The Curious Incident of the Dog in the Night-Time : A Novel,the curious incident of the dog in the nighttime a novel mark haddon,"['curious', 'incident', 'novel', 'mark', 'incident dog', 'nighttime novel', 'haddon', 'dog nighttime']"
0385511612,bleachers,john grisham,2003,doubleday,http://images.amazon.com/images/P/0385511612.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385511612.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385511612.01.LZZZZZZZ.jpg,Bleachers,bleachers john grisham,[]
0385730586,sisterhood of the traveling pants,ann brashares,2003,delacorte books for young readers,http://images.amazon.com/images/P/0385730586.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385730586.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385730586.01.LZZZZZZZ.jpg,Sisterhood of the Traveling Pants,sisterhood of the traveling pants ann brashares,"['traveling', 'pants', 'ann', 'brashares', 'sisterhood', 'traveling pants', 'sisterhood traveling', 'ann brashares']"
0425164403,only love magical love,erich segal,1998,berkley publishing group,http://images.amazon.com/images/P/0425164403.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425164403.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425164403.01.LZZZZZZZ.jpg,Only Love (Magical Love),only love magical love erich segal,"['love', 'magical', 'erich', 'magical love', 'segal', 'love magical', 'love erich', 'erich segal']"
0440234964,all or nothing wheeler large print books,elizabeth adler,2000,island,http://images.amazon.com/images/P/0440234964.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440234964.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440234964.01.LZZZZZZZ.jpg,All or Nothing (Wheeler Large Print Books),all or nothing wheeler large print books elizabeth adler,"['large', 'wheeler large', 'wheeler', 'print', 'adler', 'print books', 'elizabeth adler', 'books elizabeth']"
0446605484,roses are red alex cross novels,james patterson,2001,warner vision,http://images.amazon.com/images/P/0446605484.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446605484.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446605484.01.LZZZZZZZ.jpg,Roses Are Red (Alex Cross Novels),roses are red alex cross novels james patterson,"['patterson', 'cross', 'red', 'alex', 'james patterson', 'novels james', 'cross novels', 'roses']"
0446610399,the rescue,nicholas sparks,2001,warner books,http://images.amazon.com/images/P/0446610399.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446610399.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446610399.01.LZZZZZZZ.jpg,The Rescue,the rescue nicholas sparks,[]
0449006522,manhattan hunt club,john saul,2002,ballantine books,http://images.amazon.com/images/P/0449006522.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449006522.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449006522.01.LZZZZZZZ.jpg,Manhattan Hunt Club,manhattan hunt club john saul,"['john', 'club', 'hunt', 'manhattan', 'saul', 'john saul', 'hunt club', 'manhattan hunt']"
0449911004,patty janes house of curl ballantine readers circle,lorna landvik,1996,ballantine books,http://images.amazon.com/images/P/0449911004.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449911004.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449911004.01.LZZZZZZZ.jpg,Patty Jane's House of Curl (Ballantine Reader's Circle),patty janes house of curl ballantine readers circle lorna landvik,"['janes', 'curl', 'house', 'patty', 'curl ballantine', 'readers circle', 'lorna landvik', 'ballantine readers']"
0451162072,pet sematary,stephen king,1994,signet book,http://images.amazon.com/images/P/0451162072.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451162072.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451162072.01.LZZZZZZZ.jpg,Pet Sematary,pet sematary stephen king,[]
0451186648,silent snow,steve thayer,2000,signet book,http://images.amazon.com/images/P/0451186648.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451186648.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451186648.01.LZZZZZZZ.jpg,Silent Snow,silent snow steve thayer,[]
0452282152,girl with a pearl earring,tracy chevalier,2001,plume books,http://images.amazon.com/images/P/0452282152.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452282152.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452282152.01.LZZZZZZZ.jpg,Girl with a Pearl Earring,girl with a pearl earring tracy chevalier,"['girl', 'earring', 'tracy', 'pearl', 'pearl earring', 'chevalier', 'girl pearl', 'tracy chevalier']"
051513290X,summer of storms,judith kelman,2002,jove books,http://images.amazon.com/images/P/051513290X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/051513290X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/051513290X.01.LZZZZZZZ.jpg,Summer of Storms,summer of storms judith kelman,[]
0553580388,the patient,michael palmer,2001,bantam books,http://images.amazon.com/images/P/0553580388.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553580388.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553580388.01.LZZZZZZZ.jpg,The Patient,the patient michael palmer,[]
0590598848,demonas revenge gargoyles no 2,francine hughes,1995,scholastic,http://images.amazon.com/images/P/0590598848.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590598848.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590598848.01.LZZZZZZZ.jpg,"Demona's Revenge (Gargoyles, No. 2)",demonas revenge gargoyles no 2 francine hughes,"['revenge', 'francine', 'francine hughes', 'hughes', 'demonas', 'gargoyles', 'demonas revenge', 'revenge gargoyles']"
0590629719,cliffords sports day,norman bridwell,1996,scholastic,http://images.amazon.com/images/P/0590629719.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590629719.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590629719.01.LZZZZZZZ.jpg,Clifford's Sports Day,cliffords sports day norman bridwell,"['sports', 'day', 'cliffords', 'sports day', 'norman', 'bridwell', 'cliffords sports', 'norman bridwell']"
0671023616,postmortem kay scarpetta mysteries paperback,patricia cornwell,1998,pocket,http://images.amazon.com/images/P/0671023616.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671023616.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671023616.01.LZZZZZZZ.jpg,Postmortem (Kay Scarpetta Mysteries (Paperback)),postmortem kay scarpetta mysteries paperback patricia cornwell,"['kay', 'cornwell', 'patricia', 'paperback', 'postmortem', 'scarpetta', 'mysteries paperback', 'scarpetta mysteries']"
0671027387,deception point,dan brown,2002,pocket,http://images.amazon.com/images/P/0671027387.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671027387.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671027387.01.LZZZZZZZ.jpg,Deception Point,deception point dan brown,[]
0684848783,tis a memoir,frank mccourt,1999,scribner,http://images.amazon.com/images/P/0684848783.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684848783.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684848783.01.LZZZZZZZ.jpg,Tis : A Memoir,tis a memoir frank mccourt,[]
0786863986,a monk swimming,malachy mccourt,1998,hyperion,http://images.amazon.com/images/P/0786863986.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786863986.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786863986.01.LZZZZZZZ.jpg,A Monk Swimming,a monk swimming malachy mccourt,[]
0803251718,crazy horse,mari sandoz,1961,university of nebraska press,http://images.amazon.com/images/P/0803251718.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0803251718.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0803251718.01.LZZZZZZZ.jpg,Crazy Horse,crazy horse mari sandoz,[]
0804117934,the silent cry william monk novels paperback,anne perry,1998,ivy books,http://images.amazon.com/images/P/0804117934.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0804117934.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0804117934.01.LZZZZZZZ.jpg,The Silent Cry (William Monk Novels (Paperback)),the silent cry william monk novels paperback anne perry,"['william', 'silent', 'perry', 'anne', 'monk', 'anne perry', 'novels paperback', 'monk novels']"
140003180X,the kalahari typing school for men no 1 ladies detective agency,alexander mccall smith,2004,anchor,http://images.amazon.com/images/P/140003180X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/140003180X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/140003180X.01.LZZZZZZZ.jpg,The Kalahari Typing School for Men (No. 1 Ladies' Detective Agency),the kalahari typing school for men no 1 ladies detective agency alexander mccall smith,"['men', 'agency alexander', 'smith', 'mccall', 'ladies detective', 'kalahari', 'typing school', 'kalahari typing']"
155874262X,chicken soup for the soul chicken soup for the soul,jack canfield,1993,health communications,http://images.amazon.com/images/P/155874262X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/155874262X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/155874262X.01.LZZZZZZZ.jpg,Chicken Soup for the Soul (Chicken Soup for the Soul),chicken soup for the soul chicken soup for the soul jack canfield,"['chicken', 'jack', 'soul', 'canfield', 'soup', 'jack canfield', 'soul jack', 'chicken soup']"
0060987103,wicked the life and times of the wicked witch of the west,gregory maguire,1996,regan books,http://images.amazon.com/images/P/0060987103.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060987103.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060987103.01.LZZZZZZZ.jpg,Wicked: The Life and Times of the Wicked Witch of the West,wicked the life and times of the wicked witch of the west gregory maguire,"['life', 'west', 'times', 'gregory', 'maguire', 'witch', 'gregory maguire', 'times wicked']"
0151008116,life of pi,yann martel,2002,harcourt,http://images.amazon.com/images/P/0151008116.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0151008116.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0151008116.01.LZZZZZZZ.jpg,Life of Pi,life of pi yann martel,[]
0375704965,a judgement in stone,ruth rendell,2000,vintage books usa,http://images.amazon.com/images/P/0375704965.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375704965.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375704965.01.LZZZZZZZ.jpg,A Judgement in Stone,a judgement in stone ruth rendell,[]
0525947647,lies and the lying liars who tell them a fair and balanced look at the right,al franken,2003,dutton books,http://images.amazon.com/images/P/0525947647.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0525947647.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0525947647.01.LZZZZZZZ.jpg,Lies and the Lying Liars Who Tell Them: A Fair and Balanced Look at the Right,lies and the lying liars who tell them a fair and balanced look at the right al franken,"['fair', 'look right', 'tell', 'balanced look', 'al', 'fair balanced', 'franken', 'lying liars']"
0804111359,secret history,donna tartt,1993,ballantine books,http://images.amazon.com/images/P/0804111359.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0804111359.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0804111359.01.LZZZZZZZ.jpg,Secret History,secret history donna tartt,[]
1558744150,chicken soup for the womans soul chicken soup for the soul series paper,jack canfield,1996,health communications,http://images.amazon.com/images/P/1558744150.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1558744150.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1558744150.01.LZZZZZZZ.jpg,Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series (Paper)),chicken soup for the womans soul chicken soup for the soul series paper jack canfield,"['womans', 'paper', 'series paper', 'chicken', 'soul series', 'canfield', 'jack canfield', 'soup womans']"
0435272683,great expectations heinemann guided readers,john milne,1995,delta systems,http://images.amazon.com/images/P/0435272683.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0435272683.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0435272683.01.LZZZZZZZ.jpg,Great Expectations (Heinemann Guided Readers),great expectations heinemann guided readers john milne,"['great', 'john', 'heinemann', 'milne', 'expectations', 'heinemann guided', 'great expectations', 'guided readers']"
0316782505,the weight of water,anita shreve,2001,little brown,http://images.amazon.com/images/P/0316782505.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316782505.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316782505.01.LZZZZZZZ.jpg,The Weight of Water,the weight of water anita shreve,[]
006102063X,moving pictures discworld novels paperback,terry pratchett,2002,harpertorch,http://images.amazon.com/images/P/006102063X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/006102063X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/006102063X.01.LZZZZZZZ.jpg,Moving Pictures (Discworld Novels (Paperback)),moving pictures discworld novels paperback terry pratchett,"['pictures', 'terry', 'moving', 'discworld', 'novels paperback', 'moving pictures', 'pratchett', 'discworld novels']"
0060013117,night watch,terry pratchett,2002,harpercollins,http://images.amazon.com/images/P/0060013117.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060013117.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060013117.01.LZZZZZZZ.jpg,Night Watch,night watch terry pratchett,[]
0060199563,thief of time,terry pratchett,2001,harpercollins publishers,http://images.amazon.com/images/P/0060199563.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060199563.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060199563.01.LZZZZZZZ.jpg,Thief of Time,thief of time terry pratchett,[]
006052779X,charlottes web book and charm charming classics,e b white,2003,harperfestival,http://images.amazon.com/images/P/006052779X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/006052779X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/006052779X.01.LZZZZZZZ.jpg,Charlotte's Web Book and Charm (Charming Classics),charlottes web book and charm charming classics e b white,"['white', 'web', 'charming', 'charm', 'charm charming', 'web book', 'classics white', 'charlottes']"
0060563079,peter pan the original story peter pan,j m barrie,2003,harperfestival,http://images.amazon.com/images/P/0060563079.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060563079.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060563079.01.LZZZZZZZ.jpg,Peter Pan: The Original Story (Peter Pan),peter pan the original story peter pan j m barrie,"['original', 'story', 'original story', 'pan', 'peter', 'barrie', 'pan original', 'story peter']"
0060809027,my friend flicka,mary ohara,1988,perennial,http://images.amazon.com/images/P/0060809027.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060809027.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060809027.01.LZZZZZZZ.jpg,My Friend Flicka,my friend flicka mary ohara,[]
0061040967,the last hero a discworld fable discworld novels hardcover,terry pratchett,2001,harpercollins,http://images.amazon.com/images/P/0061040967.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061040967.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061040967.01.LZZZZZZZ.jpg,The Last Hero : A Discworld Fable (Discworld Novels (Hardcover)),the last hero a discworld fable discworld novels hardcover terry pratchett,"['hero', 'terry', 'novels', 'fable', 'discworld', 'pratchett', 'novels hardcover', 'hero discworld']"
0061050474,jingo a discworld novel discworld seriesterry pratchett,terry pratchett,1998,harperprism,http://images.amazon.com/images/P/0061050474.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061050474.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061050474.01.LZZZZZZZ.jpg,Jingo: A Discworld Novel (Discworld Series/Terry Pratchett),jingo a discworld novel discworld seriesterry pratchett terry pratchett,"['terry', 'seriesterry', 'jingo', 'novel', 'discworld', 'jingo discworld', 'pratchett', 'seriesterry pratchett']"
